state,year,n_reps,state_name,total_reps,relative_rep_power
NV,1900,1,Nevada,386,0.0025906735751295338
NH,1900,2,New Hampshire,386,0.0051813471502590676
NJ,1900,10,New Jersey,386,0.025906735751295335
NM,1900,NA,New Mexico,386,NA
NY,1900,37,New York,386,0.09585492227979274
NC,1900,10,North Carolina,386,0.025906735751295335
ND,1900,2,North Dakota,386,0.0051813471502590676
OH,1900,21,Ohio,386,0.054404145077720206
OK,1900,NA,Oklahoma,386,NA
OR,1900,2,Oregon,386,0.0051813471502590676
PA,1900,32,Pennsylvania,386,0.08290155440414508
RI,1900,2,Rhode Island,386,0.0051813471502590676
SC,1900,7,South Carolina,386,0.018134715025906734
SD,1900,2,South Dakota,386,0.0051813471502590676
TN,1900,10,Tennessee,386,0.025906735751295335
TX,1900,16,Texas,386,0.04145077720207254
UT,1900,1,Utah,386,0.0025906735751295338
VT,1900,2,Vermont,386,0.0051813471502590676
VA,1900,10,Virginia,386,0.025906735751295335
WA,1900,3,Washington,386,0.007772020725388601
WV,1900,5,West Virginia,386,0.012953367875647668
WI,1900,11,Wisconsin,386,0.02849740932642487
WY,1900,1,Wyoming,386,0.0025906735751295338
AL,1910,10,Alabama,435,0.022988505747126436
AK,1910,NA,Alaska,435,NA
AZ,1910,1,Arizona,435,0.0022988505747126436
AR,1910,7,Arkansas,435,0.016091954022988506
CA,1910,11,California,435,0.02528735632183908
CO,1910,4,Colorado,435,0.009195402298850575
CT,1910,5,Connecticut,435,0.011494252873563218
DE,1910,1,Delaware,435,0.0022988505747126436
FL,1910,4,Florida,435,0.009195402298850575
GA,1910,12,Georgia,435,0.027586206896551724
HI,1910,NA,Hawaii,435,NA
ID,1910,2,Idaho,435,0.004597701149425287
IL,1910,27,Illinois,435,0.06206896551724138
IN,1910,13,Indiana,435,0.029885057471264367
IA,1910,11,Iowa,435,0.02528735632183908
KS,1910,8,Kansas,435,0.01839080459770115
KY,1910,11,Kentucky,435,0.02528735632183908
LA,1910,8,Louisiana,435,0.01839080459770115
ME,1910,4,Maine,435,0.009195402298850575
MD,1910,6,Maryland,435,0.013793103448275862
MA,1910,16,Massachusetts,435,0.0367816091954023
MI,1910,13,Michigan,435,0.029885057471264367
MN,1910,10,Minnesota,435,0.022988505747126436
MS,1910,8,Mississippi,435,0.01839080459770115
MO,1910,16,Missouri,435,0.0367816091954023
MT,1910,2,Montana,435,0.004597701149425287
NE,1910,6,Nebraska,435,0.013793103448275862
NV,1910,1,Nevada,435,0.0022988505747126436
NH,1910,2,New Hampshire,435,0.004597701149425287
NJ,1910,12,New Jersey,435,0.027586206896551724
NM,1910,1,New Mexico,435,0.0022988505747126436
NY,1910,43,New York,435,0.09885057471264368
NC,1910,10,North Carolina,435,0.022988505747126436
ND,1910,3,North Dakota,435,0.006896551724137931
OH,1910,22,Ohio,435,0.05057471264367816
OK,1910,8,Oklahoma,435,0.01839080459770115
OR,1910,3,Oregon,435,0.006896551724137931
PA,1910,36,Pennsylvania,435,0.08275862068965517
RI,1910,3,Rhode Island,435,0.006896551724137931
SC,1910,7,South Carolina,435,0.016091954022988506
SD,1910,3,South Dakota,435,0.006896551724137931
TN,1910,10,Tennessee,435,0.022988505747126436
TX,1910,18,Texas,435,0.041379310344827586
UT,1910,2,Utah,435,0.004597701149425287
VT,1910,2,Vermont,435,0.004597701149425287
VA,1910,10,Virginia,435,0.022988505747126436
WA,1910,5,Washington,435,0.011494252873563218
WV,1910,6,West Virginia,435,0.013793103448275862
WI,1910,11,Wisconsin,435,0.02528735632183908
WY,1910,1,Wyoming,435,0.0022988505747126436
AL,1930,9,Alabama,435,0.020689655172413793
AK,1930,NA,Alaska,435,NA
AZ,1930,1,Arizona,435,0.0022988505747126436
AR,1930,7,Arkansas,435,0.016091954022988506
CA,1930,20,California,435,0.04597701149425287
CO,1930,4,Colorado,435,0.009195402298850575
CT,1930,6,Connecticut,435,0.013793103448275862
DE,1930,1,Delaware,435,0.0022988505747126436
FL,1930,5,Florida,435,0.011494252873563218
GA,1930,10,Georgia,435,0.022988505747126436
HI,1930,NA,Hawaii,435,NA
ID,1930,2,Idaho,435,0.004597701149425287
IL,1930,27,Illinois,435,0.06206896551724138
IN,1930,12,Indiana,435,0.027586206896551724
IA,1930,9,Iowa,435,0.020689655172413793
KS,1930,7,Kansas,435,0.016091954022988506
KY,1930,9,Kentucky,435,0.020689655172413793
LA,1930,8,Louisiana,435,0.01839080459770115
ME,1930,3,Maine,435,0.006896551724137931
MD,1930,6,Maryland,435,0.013793103448275862
MA,1930,15,Massachusetts,435,0.034482758620689655
MI,1930,17,Michigan,435,0.03908045977011494
MN,1930,9,Minnesota,435,0.020689655172413793
MS,1930,7,Mississippi,435,0.016091954022988506
MO,1930,13,Missouri,435,0.029885057471264367
MT,1930,2,Montana,435,0.004597701149425287
NE,1930,5,Nebraska,435,0.011494252873563218
NV,1930,1,Nevada,435,0.0022988505747126436
NH,1930,2,New Hampshire,435,0.004597701149425287
NJ,1930,14,New Jersey,435,0.03218390804597701
NM,1930,1,New Mexico,435,0.0022988505747126436
NY,1930,45,New York,435,0.10344827586206896
NC,1930,11,North Carolina,435,0.02528735632183908
ND,1930,2,North Dakota,435,0.004597701149425287
OH,1930,24,Ohio,435,0.05517241379310345
OK,1930,9,Oklahoma,435,0.020689655172413793
OR,1930,3,Oregon,435,0.006896551724137931
PA,1930,34,Pennsylvania,435,0.07816091954022988
RI,1930,2,Rhode Island,435,0.004597701149425287
SC,1930,6,South Carolina,435,0.013793103448275862
SD,1930,2,South Dakota,435,0.004597701149425287
TN,1930,9,Tennessee,435,0.020689655172413793
TX,1930,21,Texas,435,0.04827586206896552
UT,1930,2,Utah,435,0.004597701149425287
VT,1930,1,Vermont,435,0.0022988505747126436
VA,1930,9,Virginia,435,0.020689655172413793
WA,1930,6,Washington,435,0.013793103448275862
WV,1930,6,West Virginia,435,0.013793103448275862
WI,1930,10,Wisconsin,435,0.022988505747126436
WY,1930,1,Wyoming,435,0.0022988505747126436
AL,1940,9,Alabama,435,0.020689655172413793
AK,1940,NA,Alaska,435,NA
AZ,1940,2,Arizona,435,0.004597701149425287
AR,1940,7,Arkansas,435,0.016091954022988506
CA,1940,23,California,435,0.052873563218390804
CO,1940,4,Colorado,435,0.009195402298850575
CT,1940,6,Connecticut,435,0.013793103448275862
DE,1940,1,Delaware,435,0.0022988505747126436
FL,1940,6,Florida,435,0.013793103448275862
GA,1940,10,Georgia,435,0.022988505747126436
HI,1940,NA,Hawaii,435,NA
ID,1940,2,Idaho,435,0.004597701149425287
IL,1940,26,Illinois,435,0.059770114942528735
IN,1940,11,Indiana,435,0.02528735632183908
IA,1940,8,Iowa,435,0.01839080459770115
KS,1940,6,Kansas,435,0.013793103448275862
KY,1940,9,Kentucky,435,0.020689655172413793
LA,1940,8,Louisiana,435,0.01839080459770115
ME,1940,3,Maine,435,0.006896551724137931
MD,1940,6,Maryland,435,0.013793103448275862
MA,1940,14,Massachusetts,435,0.03218390804597701
MI,1940,17,Michigan,435,0.03908045977011494
MN,1940,9,Minnesota,435,0.020689655172413793
MS,1940,7,Mississippi,435,0.016091954022988506
MO,1940,13,Missouri,435,0.029885057471264367
MT,1940,2,Montana,435,0.004597701149425287
NE,1940,4,Nebraska,435,0.009195402298850575
NV,1940,1,Nevada,435,0.0022988505747126436
NH,1940,2,New Hampshire,435,0.004597701149425287
NJ,1940,14,New Jersey,435,0.03218390804597701
NM,1940,2,New Mexico,435,0.004597701149425287
NY,1940,45,New York,435,0.10344827586206896
NC,1940,12,North Carolina,435,0.027586206896551724
ND,1940,2,North Dakota,435,0.004597701149425287
OH,1940,23,Ohio,435,0.052873563218390804
OK,1940,8,Oklahoma,435,0.01839080459770115
OR,1940,4,Oregon,435,0.009195402298850575
PA,1940,33,Pennsylvania,435,0.07586206896551724
RI,1940,2,Rhode Island,435,0.004597701149425287
SC,1940,6,South Carolina,435,0.013793103448275862
SD,1940,2,South Dakota,435,0.004597701149425287
TN,1940,10,Tennessee,435,0.022988505747126436
TX,1940,21,Texas,435,0.04827586206896552
UT,1940,2,Utah,435,0.004597701149425287
VT,1940,1,Vermont,435,0.0022988505747126436
VA,1940,9,Virginia,435,0.020689655172413793
WA,1940,6,Washington,435,0.013793103448275862
WV,1940,6,West Virginia,435,0.013793103448275862
WI,1940,10,Wisconsin,435,0.022988505747126436
WY,1940,1,Wyoming,435,0.0022988505747126436
AL,1950,9,Alabama,435,0.020689655172413793
AK,1950,NA,Alaska,435,NA
AZ,1950,2,Arizona,435,0.004597701149425287
AR,1950,6,Arkansas,435,0.013793103448275862
CA,1950,30,California,435,0.06896551724137931
CO,1950,4,Colorado,435,0.009195402298850575
CT,1950,6,Connecticut,435,0.013793103448275862
DE,1950,1,Delaware,435,0.0022988505747126436
FL,1950,8,Florida,435,0.01839080459770115
GA,1950,10,Georgia,435,0.022988505747126436
HI,1950,NA,Hawaii,435,NA
ID,1950,2,Idaho,435,0.004597701149425287
IL,1950,25,Illinois,435,0.05747126436781609
IN,1950,11,Indiana,435,0.02528735632183908
IA,1950,8,Iowa,435,0.01839080459770115
KS,1950,6,Kansas,435,0.013793103448275862
KY,1950,8,Kentucky,435,0.01839080459770115
LA,1950,8,Louisiana,435,0.01839080459770115
ME,1950,3,Maine,435,0.006896551724137931
MD,1950,7,Maryland,435,0.016091954022988506
MA,1950,14,Massachusetts,435,0.03218390804597701
MI,1950,18,Michigan,435,0.041379310344827586
MN,1950,9,Minnesota,435,0.020689655172413793
MS,1950,6,Mississippi,435,0.013793103448275862
MO,1950,11,Missouri,435,0.02528735632183908
MT,1950,2,Montana,435,0.004597701149425287
NE,1950,4,Nebraska,435,0.009195402298850575
NV,1950,1,Nevada,435,0.0022988505747126436
NH,1950,2,New Hampshire,435,0.004597701149425287
NJ,1950,14,New Jersey,435,0.03218390804597701
NM,1950,2,New Mexico,435,0.004597701149425287
NY,1950,43,New York,435,0.09885057471264368
NC,1950,12,North Carolina,435,0.027586206896551724
ND,1950,2,North Dakota,435,0.004597701149425287
OH,1950,23,Ohio,435,0.052873563218390804
OK,1950,6,Oklahoma,435,0.013793103448275862
OR,1950,4,Oregon,435,0.009195402298850575
PA,1950,30,Pennsylvania,435,0.06896551724137931
RI,1950,2,Rhode Island,435,0.004597701149425287
SC,1950,6,South Carolina,435,0.013793103448275862
SD,1950,2,South Dakota,435,0.004597701149425287
TN,1950,9,Tennessee,435,0.020689655172413793
TX,1950,22,Texas,435,0.05057471264367816
UT,1950,2,Utah,435,0.004597701149425287
VT,1950,1,Vermont,435,0.0022988505747126436
VA,1950,10,Virginia,435,0.022988505747126436
WA,1950,7,Washington,435,0.016091954022988506
WV,1950,6,West Virginia,435,0.013793103448275862
WI,1950,10,Wisconsin,435,0.022988505747126436
WY,1950,1,Wyoming,435,0.0022988505747126436
AL,1960,8,Alabama,435,0.01839080459770115
AK,1960,1,Alaska,435,0.0022988505747126436
AZ,1960,3,Arizona,435,0.006896551724137931
AR,1960,4,Arkansas,435,0.009195402298850575
CA,1960,38,California,435,0.08735632183908046
CO,1960,4,Colorado,435,0.009195402298850575
CT,1960,6,Connecticut,435,0.013793103448275862
DE,1960,1,Delaware,435,0.0022988505747126436
FL,1960,12,Florida,435,0.027586206896551724
GA,1960,10,Georgia,435,0.022988505747126436
HI,1960,2,Hawaii,435,0.004597701149425287
ID,1960,2,Idaho,435,0.004597701149425287
IL,1960,24,Illinois,435,0.05517241379310345
IN,1960,11,Indiana,435,0.02528735632183908
IA,1960,7,Iowa,435,0.016091954022988506
KS,1960,5,Kansas,435,0.011494252873563218
KY,1960,7,Kentucky,435,0.016091954022988506
LA,1960,8,Louisiana,435,0.01839080459770115
ME,1960,2,Maine,435,0.004597701149425287
MD,1960,8,Maryland,435,0.01839080459770115
MA,1960,12,Massachusetts,435,0.027586206896551724
MI,1960,19,Michigan,435,0.04367816091954023
MN,1960,8,Minnesota,435,0.01839080459770115
MS,1960,5,Mississippi,435,0.011494252873563218
MO,1960,10,Missouri,435,0.022988505747126436
MT,1960,2,Montana,435,0.004597701149425287
NE,1960,3,Nebraska,435,0.006896551724137931
NV,1960,1,Nevada,435,0.0022988505747126436
NH,1960,2,New Hampshire,435,0.004597701149425287
NJ,1960,15,New Jersey,435,0.034482758620689655
NM,1960,2,New Mexico,435,0.004597701149425287
NY,1960,41,New York,435,0.09425287356321839
NC,1960,11,North Carolina,435,0.02528735632183908
ND,1960,2,North Dakota,435,0.004597701149425287
OH,1960,24,Ohio,435,0.05517241379310345
OK,1960,6,Oklahoma,435,0.013793103448275862
OR,1960,4,Oregon,435,0.009195402298850575
PA,1960,27,Pennsylvania,435,0.06206896551724138
RI,1960,2,Rhode Island,435,0.004597701149425287
SC,1960,6,South Carolina,435,0.013793103448275862
SD,1960,2,South Dakota,435,0.004597701149425287
TN,1960,9,Tennessee,435,0.020689655172413793
TX,1960,23,Texas,435,0.052873563218390804
UT,1960,2,Utah,435,0.004597701149425287
VT,1960,1,Vermont,435,0.0022988505747126436
VA,1960,10,Virginia,435,0.022988505747126436
WA,1960,7,Washington,435,0.016091954022988506
WV,1960,5,West Virginia,435,0.011494252873563218
WI,1960,10,Wisconsin,435,0.022988505747126436
WY,1960,1,Wyoming,435,0.0022988505747126436
AL,1970,7,Alabama,435,0.016091954022988506
AK,1970,1,Alaska,435,0.0022988505747126436
AZ,1970,4,Arizona,435,0.009195402298850575
AR,1970,4,Arkansas,435,0.009195402298850575
CA,1970,43,California,435,0.09885057471264368
CO,1970,5,Colorado,435,0.011494252873563218
CT,1970,6,Connecticut,435,0.013793103448275862
DE,1970,1,Delaware,435,0.0022988505747126436
FL,1970,15,Florida,435,0.034482758620689655
GA,1970,10,Georgia,435,0.022988505747126436
HI,1970,2,Hawaii,435,0.004597701149425287
ID,1970,2,Idaho,435,0.004597701149425287
IL,1970,24,Illinois,435,0.05517241379310345
IN,1970,11,Indiana,435,0.02528735632183908
IA,1970,6,Iowa,435,0.013793103448275862
KS,1970,5,Kansas,435,0.011494252873563218
KY,1970,7,Kentucky,435,0.016091954022988506
LA,1970,8,Louisiana,435,0.01839080459770115
ME,1970,2,Maine,435,0.004597701149425287
MD,1970,8,Maryland,435,0.01839080459770115
MA,1970,12,Massachusetts,435,0.027586206896551724
MI,1970,19,Michigan,435,0.04367816091954023
MN,1970,8,Minnesota,435,0.01839080459770115
MS,1970,5,Mississippi,435,0.011494252873563218
MO,1970,10,Missouri,435,0.022988505747126436
MT,1970,2,Montana,435,0.004597701149425287
NE,1970,3,Nebraska,435,0.006896551724137931
NV,1970,1,Nevada,435,0.0022988505747126436
NH,1970,2,New Hampshire,435,0.004597701149425287
NJ,1970,15,New Jersey,435,0.034482758620689655
NM,1970,2,New Mexico,435,0.004597701149425287
NY,1970,39,New York,435,0.0896551724137931
NC,1970,11,North Carolina,435,0.02528735632183908
ND,1970,1,North Dakota,435,0.0022988505747126436
OH,1970,23,Ohio,435,0.052873563218390804
OK,1970,6,Oklahoma,435,0.013793103448275862
OR,1970,4,Oregon,435,0.009195402298850575
PA,1970,25,Pennsylvania,435,0.05747126436781609
RI,1970,2,Rhode Island,435,0.004597701149425287
SC,1970,6,South Carolina,435,0.013793103448275862
SD,1970,2,South Dakota,435,0.004597701149425287
TN,1970,8,Tennessee,435,0.01839080459770115
TX,1970,24,Texas,435,0.05517241379310345
UT,1970,2,Utah,435,0.004597701149425287
VT,1970,1,Vermont,435,0.0022988505747126436
VA,1970,10,Virginia,435,0.022988505747126436
WA,1970,7,Washington,435,0.016091954022988506
WV,1970,4,West Virginia,435,0.009195402298850575
WI,1970,9,Wisconsin,435,0.020689655172413793
WY,1970,1,Wyoming,435,0.0022988505747126436
AL,1980,7,Alabama,435,0.016091954022988506
AK,1980,1,Alaska,435,0.0022988505747126436
AZ,1980,5,Arizona,435,0.011494252873563218
AR,1980,4,Arkansas,435,0.009195402298850575
CA,1980,45,California,435,0.10344827586206896
CO,1980,6,Colorado,435,0.013793103448275862
CT,1980,6,Connecticut,435,0.013793103448275862
DE,1980,1,Delaware,435,0.0022988505747126436
FL,1980,19,Florida,435,0.04367816091954023
GA,1980,10,Georgia,435,0.022988505747126436
HI,1980,2,Hawaii,435,0.004597701149425287
ID,1980,2,Idaho,435,0.004597701149425287
IL,1980,22,Illinois,435,0.05057471264367816
IN,1980,10,Indiana,435,0.022988505747126436
IA,1980,6,Iowa,435,0.013793103448275862
KS,1980,5,Kansas,435,0.011494252873563218
KY,1980,7,Kentucky,435,0.016091954022988506
LA,1980,8,Louisiana,435,0.01839080459770115
ME,1980,2,Maine,435,0.004597701149425287
MD,1980,8,Maryland,435,0.01839080459770115
MA,1980,11,Massachusetts,435,0.02528735632183908
MI,1980,18,Michigan,435,0.041379310344827586
MN,1980,8,Minnesota,435,0.01839080459770115
MS,1980,5,Mississippi,435,0.011494252873563218
MO,1980,9,Missouri,435,0.020689655172413793
MT,1980,2,Montana,435,0.004597701149425287
NE,1980,3,Nebraska,435,0.006896551724137931
NV,1980,2,Nevada,435,0.004597701149425287
NH,1980,2,New Hampshire,435,0.004597701149425287
NJ,1980,14,New Jersey,435,0.03218390804597701
NM,1980,3,New Mexico,435,0.006896551724137931
NY,1980,34,New York,435,0.07816091954022988
NC,1980,11,North Carolina,435,0.02528735632183908
ND,1980,1,North Dakota,435,0.0022988505747126436
OH,1980,21,Ohio,435,0.04827586206896552
OK,1980,6,Oklahoma,435,0.013793103448275862
OR,1980,5,Oregon,435,0.011494252873563218
PA,1980,23,Pennsylvania,435,0.052873563218390804
RI,1980,2,Rhode Island,435,0.004597701149425287
SC,1980,6,South Carolina,435,0.013793103448275862
SD,1980,1,South Dakota,435,0.0022988505747126436
TN,1980,9,Tennessee,435,0.020689655172413793
TX,1980,27,Texas,435,0.06206896551724138
UT,1980,3,Utah,435,0.006896551724137931
VT,1980,1,Vermont,435,0.0022988505747126436
VA,1980,10,Virginia,435,0.022988505747126436
WA,1980,8,Washington,435,0.01839080459770115
WV,1980,4,West Virginia,435,0.009195402298850575
WI,1980,9,Wisconsin,435,0.020689655172413793
WY,1980,1,Wyoming,435,0.0022988505747126436
AL,1990,7,Alabama,435,0.016091954022988506
AK,1990,1,Alaska,435,0.0022988505747126436
AZ,1990,6,Arizona,435,0.013793103448275862
AR,1990,4,Arkansas,435,0.009195402298850575
CA,1990,52,California,435,0.11954022988505747
CO,1990,6,Colorado,435,0.013793103448275862
CT,1990,6,Connecticut,435,0.013793103448275862
DE,1990,1,Delaware,435,0.0022988505747126436
FL,1990,23,Florida,435,0.052873563218390804
GA,1990,11,Georgia,435,0.02528735632183908
HI,1990,2,Hawaii,435,0.004597701149425287
ID,1990,2,Idaho,435,0.004597701149425287
IL,1990,20,Illinois,435,0.04597701149425287
IN,1990,10,Indiana,435,0.022988505747126436
IA,1990,5,Iowa,435,0.011494252873563218
KS,1990,4,Kansas,435,0.009195402298850575
KY,1990,6,Kentucky,435,0.013793103448275862
LA,1990,7,Louisiana,435,0.016091954022988506
ME,1990,2,Maine,435,0.004597701149425287
MD,1990,8,Maryland,435,0.01839080459770115
MA,1990,10,Massachusetts,435,0.022988505747126436
MI,1990,16,Michigan,435,0.0367816091954023
MN,1990,8,Minnesota,435,0.01839080459770115
MS,1990,5,Mississippi,435,0.011494252873563218
MO,1990,9,Missouri,435,0.020689655172413793
MT,1990,1,Montana,435,0.0022988505747126436
NE,1990,3,Nebraska,435,0.006896551724137931
NV,1990,2,Nevada,435,0.004597701149425287
NH,1990,2,New Hampshire,435,0.004597701149425287
NJ,1990,13,New Jersey,435,0.029885057471264367
NM,1990,3,New Mexico,435,0.006896551724137931
NY,1990,31,New York,435,0.07126436781609195
NC,1990,12,North Carolina,435,0.027586206896551724
ND,1990,1,North Dakota,435,0.0022988505747126436
OH,1990,19,Ohio,435,0.04367816091954023
OK,1990,6,Oklahoma,435,0.013793103448275862
OR,1990,5,Oregon,435,0.011494252873563218
PA,1990,21,Pennsylvania,435,0.04827586206896552
RI,1990,2,Rhode Island,435,0.004597701149425287
SC,1990,6,South Carolina,435,0.013793103448275862
SD,1990,1,South Dakota,435,0.0022988505747126436
TN,1990,9,Tennessee,435,0.020689655172413793
TX,1990,30,Texas,435,0.06896551724137931
UT,1990,3,Utah,435,0.006896551724137931
VT,1990,1,Vermont,435,0.0022988505747126436
VA,1990,11,Virginia,435,0.02528735632183908
WA,1990,9,Washington,435,0.020689655172413793
WV,1990,3,West Virginia,435,0.006896551724137931
WI,1990,9,Wisconsin,435,0.020689655172413793
WY,1990,1,Wyoming,435,0.0022988505747126436
AL,2e3,7,Alabama,435,0.016091954022988506
AK,2e3,1,Alaska,435,0.0022988505747126436
AZ,2e3,8,Arizona,435,0.01839080459770115
AR,2e3,4,Arkansas,435,0.009195402298850575
CA,2e3,53,California,435,0.12183908045977011
CO,2e3,7,Colorado,435,0.016091954022988506
CT,2e3,5,Connecticut,435,0.011494252873563218
DE,2e3,1,Delaware,435,0.0022988505747126436
FL,2e3,25,Florida,435,0.05747126436781609
GA,2e3,13,Georgia,435,0.029885057471264367
HI,2e3,2,Hawaii,435,0.004597701149425287
ID,2e3,2,Idaho,435,0.004597701149425287
IL,2e3,19,Illinois,435,0.04367816091954023
IN,2e3,9,Indiana,435,0.020689655172413793
IA,2e3,5,Iowa,435,0.011494252873563218
KS,2e3,4,Kansas,435,0.009195402298850575
KY,2e3,6,Kentucky,435,0.013793103448275862
LA,2e3,7,Louisiana,435,0.016091954022988506
ME,2e3,2,Maine,435,0.004597701149425287
MD,2e3,8,Maryland,435,0.01839080459770115
MA,2e3,10,Massachusetts,435,0.022988505747126436
MI,2e3,15,Michigan,435,0.034482758620689655
MN,2e3,8,Minnesota,435,0.01839080459770115
MS,2e3,4,Mississippi,435,0.009195402298850575
MO,2e3,9,Missouri,435,0.020689655172413793
MT,2e3,1,Montana,435,0.0022988505747126436
NE,2e3,3,Nebraska,435,0.006896551724137931
NV,2e3,3,Nevada,435,0.006896551724137931
NH,2e3,2,New Hampshire,435,0.004597701149425287
NJ,2e3,13,New Jersey,435,0.029885057471264367
NM,2e3,3,New Mexico,435,0.006896551724137931
NY,2e3,29,New York,435,0.06666666666666667
NC,2e3,13,North Carolina,435,0.029885057471264367
ND,2e3,1,North Dakota,435,0.0022988505747126436
OH,2e3,18,Ohio,435,0.041379310344827586
OK,2e3,5,Oklahoma,435,0.011494252873563218
OR,2e3,5,Oregon,435,0.011494252873563218
PA,2e3,19,Pennsylvania,435,0.04367816091954023
RI,2e3,2,Rhode Island,435,0.004597701149425287
SC,2e3,6,South Carolina,435,0.013793103448275862
SD,2e3,1,South Dakota,435,0.0022988505747126436
TN,2e3,9,Tennessee,435,0.020689655172413793
TX,2e3,32,Texas,435,0.0735632183908046
UT,2e3,3,Utah,435,0.006896551724137931
VT,2e3,1,Vermont,435,0.0022988505747126436
VA,2e3,11,Virginia,435,0.02528735632183908
WA,2e3,9,Washington,435,0.020689655172413793
WV,2e3,3,West Virginia,435,0.006896551724137931
WI,2e3,8,Wisconsin,435,0.01839080459770115
WY,2e3,1,Wyoming,435,0.0022988505747126436
AL,2010,7,Alabama,435,0.016091954022988506
AK,2010,1,Alaska,435,0.0022988505747126436
AZ,2010,9,Arizona,435,0.020689655172413793
AR,2010,4,Arkansas,435,0.009195402298850575
CA,2010,53,California,435,0.12183908045977011
CO,2010,7,Colorado,435,0.016091954022988506
CT,2010,5,Connecticut,435,0.011494252873563218
DE,2010,1,Delaware,435,0.0022988505747126436
FL,2010,27,Florida,435,0.06206896551724138
GA,2010,14,Georgia,435,0.03218390804597701
HI,2010,2,Hawaii,435,0.004597701149425287
ID,2010,2,Idaho,435,0.004597701149425287
IL,2010,18,Illinois,435,0.041379310344827586
IN,2010,9,Indiana,435,0.020689655172413793
IA,2010,4,Iowa,435,0.009195402298850575
KS,2010,4,Kansas,435,0.009195402298850575
KY,2010,6,Kentucky,435,0.013793103448275862
LA,2010,6,Louisiana,435,0.013793103448275862
ME,2010,2,Maine,435,0.004597701149425287
MD,2010,8,Maryland,435,0.01839080459770115
MA,2010,9,Massachusetts,435,0.020689655172413793
MI,2010,14,Michigan,435,0.03218390804597701
MN,2010,8,Minnesota,435,0.01839080459770115
MS,2010,4,Mississippi,435,0.009195402298850575
MO,2010,8,Missouri,435,0.01839080459770115
MT,2010,1,Montana,435,0.0022988505747126436
NE,2010,3,Nebraska,435,0.006896551724137931
NV,2010,4,Nevada,435,0.009195402298850575
NH,2010,2,New Hampshire,435,0.004597701149425287
NJ,2010,12,New Jersey,435,0.027586206896551724
NM,2010,3,New Mexico,435,0.006896551724137931
NY,2010,27,New York,435,0.06206896551724138
NC,2010,13,North Carolina,435,0.029885057471264367
ND,2010,1,North Dakota,435,0.0022988505747126436
OH,2010,16,Ohio,435,0.0367816091954023
OK,2010,5,Oklahoma,435,0.011494252873563218
OR,2010,5,Oregon,435,0.011494252873563218
PA,2010,18,Pennsylvania,435,0.041379310344827586
RI,2010,2,Rhode Island,435,0.004597701149425287
SC,2010,7,South Carolina,435,0.016091954022988506
SD,2010,1,South Dakota,435,0.0022988505747126436
TN,2010,9,Tennessee,435,0.020689655172413793
TX,2010,36,Texas,435,0.08275862068965517
UT,2010,4,Utah,435,0.009195402298850575
VT,2010,1,Vermont,435,0.0022988505747126436
VA,2010,11,Virginia,435,0.02528735632183908
WA,2010,10,Washington,435,0.022988505747126436
WV,2010,3,West Virginia,435,0.006896551724137931
WI,2010,8,Wisconsin,435,0.01839080459770115
WY,2010,1,Wyoming,435,0.0022988505747126436
