county_id,district_num,rep_name,party,municipality,county_name,district
8,21,mike edgar,dem,hampton,rockingham,rockingham-21
8,21,tom loughman,dem,hampton,rockingham,rockingham-21
8,22,jim maggiore,dem,north hampton,rockingham,rockingham-22
8,23,dennis malloy,dem,greenland,rockingham,rockingham-23
8,23,dennis malloy,dem,newington,rockingham,rockingham-23
8,24,jaci grote,dem,new castle,rockingham,rockingham-24
8,24,jaci grote,dem,rye,rockingham,rockingham-24
8,24,kate murray,dem,new castle,rockingham,rockingham-24
8,24,kate murray,dem,rye,rockingham,rockingham-24
8,25,laura pantelakos,dem,portsmouth,rockingham,rockingham-25
8,26,rebecca mcbeath,dem,portsmouth,rockingham,rockingham-26
8,27,peter somssich,dem,portsmouth,rockingham,rockingham-27
8,28,gerry ward,dem,portsmouth,rockingham,rockingham-28
8,29,david meuse,dem,portsmouth,rockingham,rockingham-29
8,30,jacqueline cali-pitts,dem,portsmouth,rockingham,rockingham-30
8,31,tamara le,dem,greenland,rockingham,rockingham-31
8,31,tamara le,dem,newington,rockingham,rockingham-31
8,31,tamara le,dem,north hampton,rockingham,rockingham-31
8,31,tamara le,dem,portsmouth,rockingham,rockingham-31
8,32,terry roy,rep,candia,rockingham,rockingham-32
8,32,terry roy,rep,deerfield,rockingham,rockingham-32
8,32,terry roy,rep,northwood,rockingham,rockingham-32
8,32,terry roy,rep,nottingham,rockingham,rockingham-32
8,33,josh yokela,rep,brentwood,rockingham,rockingham-33
8,33,josh yokela,rep,danville,rockingham,rockingham-33
8,33,josh yokela,rep,fremont,rockingham,rockingham-33
8,34,mark pearson,rep,atkinson,rockingham,rockingham-34
8,34,mark pearson,rep,hampstead,rockingham,rockingham-34
8,34,mark pearson,rep,kingston,rockingham,rockingham-34
8,34,mark pearson,rep,plaistow,rockingham,rockingham-34
8,35,deborah hobson,rep,east kingston,rockingham,rockingham-35
8,35,deborah hobson,rep,kensington,rockingham,rockingham-35
8,35,deborah hobson,rep,newton,rockingham,rockingham-35
8,35,deborah hobson,rep,south hampton,rockingham,rockingham-35
8,36,patricia lovejoy,dem,exeter,rockingham,rockingham-36
8,36,patricia lovejoy,dem,newfields,rockingham,rockingham-36
8,36,patricia lovejoy,dem,newmarket,rockingham,rockingham-36
8,36,patricia lovejoy,dem,stratham,rockingham,rockingham-36
8,37,jason janvrin,rep,hampton,rockingham,rockingham-37
8,37,jason janvrin,rep,hampton falls,rockingham,rockingham-37
8,37,jason janvrin,rep,seabrook,rockingham,rockingham-37
9,01,peter hayward,rep,middleton,strafford,strafford-01
9,01,peter hayward,rep,milton,strafford,strafford-01
9,01,abigail rooney,rep,middleton,strafford,strafford-01
9,01,abigail rooney,rep,milton,strafford,strafford-01
9,02,james horgan,rep,farmington,strafford,strafford-02
9,02,joseph pitre,rep,farmington,strafford,strafford-02
9,03,michael harrington,rep,new durham,strafford,strafford-03
9,03,michael harrington,rep,strafford,strafford,strafford-03
9,03,kurt wuelper,rep,new durham,strafford,strafford-03
9,03,kurt wuelper,rep,strafford,strafford,strafford-03
9,04,cassandra levesque,dem,barrington,strafford,strafford-04
9,04,matthew towne,dem,barrington,strafford,strafford-04
9,05,jeffrey salloway,dem,lee,strafford,strafford-05
9,06,timothy horrigan,dem,durham,strafford,strafford-06
9,06,timothy horrigan,dem,madbury,strafford,strafford-06
9,06,cam kenney,dem,durham,strafford,strafford-06
9,06,cam kenney,dem,madbury,strafford,strafford-06
9,06,marjorie smith,dem,durham,strafford,strafford-06
9,06,marjorie smith,dem,madbury,strafford,strafford-06
9,06,judith spang,dem,durham,strafford,strafford-06
9,06,judith spang,dem,madbury,strafford,strafford-06
9,06,janet wall,d+r↓,durham,strafford,strafford-06
9,06,janet wall,d+r↓,madbury,strafford,strafford-06
9,07,timothy fontneau,dem,rochester,strafford,strafford-07
9,08,donna ellis,dem,rochester,strafford,strafford-08
9,09,steven beaudoin,rep,rochester,strafford,strafford-09
9,10,jody mcnally,rep,rochester,strafford,strafford-10
9,11,chuck grassie,dem,rochester,strafford,strafford-11
9,12,mac kittredge,rep,rochester,strafford,strafford-12
9,13,casey conley,dem,dover,strafford,strafford-13
9,14,kristina fargo,dem,dover,strafford,strafford-14
9,15,linn opderbecke,dem,dover,strafford,strafford-15
9,16,sherry frost,dem,dover,strafford,strafford-16
9,17,peter bixby,dem,dover,strafford,strafford-17
9,17,peter bixby,dem,somersworth,strafford,strafford-17
9,17,susan treleaven,dem,dover,strafford,strafford-17
9,17,susan treleaven,dem,somersworth,strafford,strafford-17
9,17,kenneth vincent,dem,dover,strafford,strafford-17
9,17,kenneth vincent,dem,somersworth,strafford,strafford-17
9,18,gerri cannon,dem,rollinsford,strafford,strafford-18
9,18,gerri cannon,dem,somersworth,strafford,strafford-18
9,18,wendy chase,dem,rollinsford,strafford,strafford-18
9,18,wendy chase,dem,somersworth,strafford,strafford-18
9,18,cecilia rich,dem,rollinsford,strafford,strafford-18
9,18,cecilia rich,dem,somersworth,strafford,strafford-18
9,19,peter b. schmidt,dem,dover,strafford,strafford-19
9,20,tom southworth,dem,dover,strafford,strafford-20
9,21,catt sandler,dem,dover,strafford,strafford-21
9,21,catt sandler,dem,rollinsford,strafford,strafford-21
9,21,catt sandler,dem,somersworth,strafford,strafford-21
9,22,peg higgins,dem,rochester,strafford,strafford-22
9,23,sandra keans,dem,rochester,strafford,strafford-23
9,24,mona perreault,rep,rochester,strafford,strafford-24
9,25,amanda gourgue,dem,barrington,strafford,strafford-25
9,25,amanda gourgue,dem,lee,strafford,strafford-25
10,01,lee oxenham,dem,cornish,sullivan,sullivan-01
10,01,lee oxenham,dem,grantham,sullivan,sullivan-01
10,01,lee oxenham,dem,plainfield,sullivan,sullivan-01
10,01,lee oxenham,dem,springfield,sullivan,sullivan-01
10,01,brian sullivan,dem,cornish,sullivan,sullivan-01
10,01,brian sullivan,dem,grantham,sullivan,sullivan-01
10,01,brian sullivan,dem,plainfield,sullivan,sullivan-01
10,01,brian sullivan,dem,springfield,sullivan,sullivan-01
10,02,gates lucas,rep,croydon,sullivan,sullivan-02
10,02,gates lucas,rep,sunapee,sullivan,sullivan-02
10,03,andrew o'hearne,dem,claremont,sullivan,sullivan-03
10,04,gary merchant,dem,claremont,sullivan,sullivan-04
10,05,walter stapleton,rep,claremont,sullivan,sullivan-05
10,06,john callum,rep,newport,sullivan,sullivan-06
10,06,john callum,rep,unity,sullivan,sullivan-06
10,06,skip rollins,rep,newport,sullivan,sullivan-06
10,06,skip rollins,rep,unity,sullivan,sullivan-06
10,07,judy aron,rep,acworth,sullivan,sullivan-07
10,07,judy aron,rep,goshen,sullivan,sullivan-07
10,07,judy aron,rep,langdon,sullivan,sullivan-07
10,07,judy aron,rep,lempster,sullivan,sullivan-07
10,07,judy aron,rep,washington,sullivan,sullivan-07
10,08,tom laware,rep,charlestown,sullivan,sullivan-08
10,09,linda tanner,dem,cornish,sullivan,sullivan-09
10,09,linda tanner,dem,croydon,sullivan,sullivan-09
10,09,linda tanner,dem,grantham,sullivan,sullivan-09
10,09,linda tanner,dem,newport,sullivan,sullivan-09
10,09,linda tanner,dem,plainfield,sullivan,sullivan-09
10,09,linda tanner,dem,springfield,sullivan,sullivan-09
10,09,linda tanner,dem,sunapee,sullivan,sullivan-09
10,09,linda tanner,dem,unity,sullivan,sullivan-09
10,10,john cloutier,dem,claremont,sullivan,sullivan-10
10,11,steven d. smith,rep,acworth,sullivan,sullivan-11
10,11,steven d. smith,rep,charlestown,sullivan,sullivan-11
10,11,steven d. smith,rep,goshen,sullivan,sullivan-11
10,11,steven d. smith,rep,langdon,sullivan,sullivan-11
10,11,steven d. smith,rep,lempster,sullivan,sullivan-11
10,11,steven d. smith,rep,washington,sullivan,sullivan-11
